ID,Name,Date,High,Low,Open,Close
74,NEM,2015-06-14 23:59:59,0.000148587,0.00015545,0.000159066,0.000155252
75,NEM,2015-06-15 23:59:59,0.000147457,0.000155171,0.000164531,0.000147463
76,NEM,2015-06-16 23:59:59,0.00014402,0.000147427,0.000160788,0.000160432
77,NEM,2015-06-17 23:59:59,0.000154562,0.000160386,0.00018443,0.000160396
78,NEM,2015-06-18 23:59:59,0.000157833,0.000160489,0.000172472,0.000172472
79,NEM,2015-06-19 23:59:59,0.000154283,0.000172675,0.00017352,0.000154884
80,NEM,2015-06-20 23:59:59,0.000150484,0.000154602,0.000159909,0.000157959
81,NEM,2015-06-21 23:59:59,0.000152139,0.000157886,0.000161257,0.000160916
82,NEM,2015-06-22 23:59:59,0.000149053,0.000160932,0.000165606,0.000156295
83,NEM,2015-06-23 23:59:59,0.000154993,0.000156255,0.000169426,0.000157774
84,NEM,2015-06-24 23:59:59,0.000153658,0.000157765,0.000158548,0.000156123
85,NEM,2015-06-25 23:59:59,0.000153612,0.000156026,0.000159368,0.00015447
86,NEM,2015-06-26 23:59:59,0.000148406,0.000154346,0.000159509,0.000148406
87,NEM,2015-06-27 23:59:59,0.000145017,0.000148379,0.000158446,0.000156647
88,NEM,2015-06-28 23:59:59,0.000149306,0.000156625,0.000157772,0.000151967
89,NEM,2015-06-29 23:59:59,0.000146098,0.00015179,0.000156208,0.000149575
90,NEM,2015-06-30 23:59:59,0.00014774,0.000149559,0.000162728,0.000161351
91,NEM,2015-07-01 23:59:59,0.00014212,0.000161518,0.000162629,0.000142205
92,NEM,2015-07-02 23:59:59,0.000139949,0.000142167,0.000148894,0.000143382
93,NEM,2015-07-03 23:59:59,0.000137375,0.000143408,0.0001516,0.000143484
94,NEM,2015-07-04 23:59:59,0.000131687,0.00014357,0.000146467,0.000141074
95,NEM,2015-07-05 23:59:59,0.000121973,0.000140983,0.000143382,0.000128763
96,NEM,2015-07-06 23:59:59,0.000125951,0.000128381,0.000134285,0.000125951
97,NEM,2015-07-07 23:59:59,0.000124043,0.000125951,0.000146627,0.00014242
98,NEM,2015-07-08 23:59:59,0.000142299,0.000142299,0.000161605,0.000160682
99,NEM,2015-07-09 23:59:59,0.00014174,0.000160707,0.000160707,0.000144093
100,NEM,2015-07-10 23:59:59,0.000138182,0.000144054,0.000156507,0.000148875
101,NEM,2015-07-11 23:59:59,0.000141691,0.000144832,0.000177512,0.000161448
102,NEM,2015-07-12 23:59:59,0.000154103,0.000161453,0.000170289,0.000157466
103,NEM,2015-07-13 23:59:59,0.000151282,0.000157498,0.000176445,0.000157082
104,NEM,2015-07-14 23:59:59,0.000148023,0.000157041,0.000166213,0.000157687
105,NEM,2015-07-15 23:59:59,0.000147848,0.000157854,0.000160625,0.000148095
106,NEM,2015-07-16 23:59:59,0.000140853,0.000148206,0.000151484,0.000142169
107,NEM,2015-07-17 23:59:59,0.00014217,0.00014217,0.000150964,0.000148664
108,NEM,2015-07-18 23:59:59,0.000144221,0.000148589,0.000151994,0.000145734
109,NEM,2015-07-19 23:59:59,0.000144448,0.000145663,0.000150445,0.000147892
110,NEM,2015-07-20 23:59:59,0.000143672,0.000144191,0.000171852,0.000148574
111,NEM,2015-07-21 23:59:59,0.000144029,0.000148542,0.000150169,0.000148606
112,NEM,2015-07-22 23:59:59,0.000141362,0.000148606,0.000150516,0.000142235
113,NEM,2015-07-23 23:59:59,0.000142139,0.000142296,0.00015559,0.000146006
114,NEM,2015-07-24 23:59:59,0.000145601,0.000145983,0.000194302,0.000176848
115,NEM,2015-07-25 23:59:59,0.00017044,0.000175803,0.000201377,0.000183845
116,NEM,2015-07-26 23:59:59,0.00016878,0.000182085,0.000188578,0.000172878
117,NEM,2015-07-27 23:59:59,0.000163042,0.0001729,0.000179248,0.00016305
118,NEM,2015-07-28 23:59:59,0.000162385,0.000163042,0.00017462,0.000173644
119,NEM,2015-07-29 23:59:59,0.000156124,0.000173653,0.000173717,0.000161326
120,NEM,2015-07-30 23:59:59,0.00015973,0.000161326,0.00017132,0.000166347
121,NEM,2015-07-31 23:59:59,0.000158236,0.000166251,0.000169738,0.000163724
122,NEM,2015-08-01 23:59:59,0.000154407,0.000163745,0.000164798,0.000163723
123,NEM,2015-08-02 23:59:59,0.000153042,0.000162815,0.000164211,0.000153655
124,NEM,2015-08-03 23:59:59,0.000152136,0.00015365,0.000156788,0.000154016
125,NEM,2015-08-04 23:59:59,0.000146351,0.000154016,0.000157864,0.000148223
126,NEM,2015-08-05 23:59:59,0.000142756,0.000148294,0.000156859,0.000147959
127,NEM,2015-08-06 23:59:59,0.00014055,0.000147895,0.000147908,0.000140776
128,NEM,2015-08-07 23:59:59,0.000139987,0.000140724,0.000145916,0.000144814
129,NEM,2015-08-08 23:59:59,0.000135471,0.000144896,0.000146639,0.000135752
130,NEM,2015-08-09 23:59:59,0.000126195,0.000135933,0.000140432,0.000129512
131,NEM,2015-08-10 23:59:59,0.000129512,0.000129512,0.000139144,0.000135388
132,NEM,2015-08-11 23:59:59,0.000126428,0.000135357,0.000138636,0.000134829
133,NEM,2015-08-12 23:59:59,0.000128392,0.000134878,0.000137615,0.000133309
134,NEM,2015-08-13 23:59:59,0.000120758,0.000127958,0.000132933,0.000123427
135,NEM,2015-08-14 23:59:59,0.00012079,0.000123427,0.000130223,0.00012079
136,NEM,2015-08-15 23:59:59,0.00011926,0.000120713,0.00012504,0.000119377
137,NEM,2015-08-16 23:59:59,0.000116756,0.00011953,0.000125972,0.000122533
138,NEM,2015-08-17 23:59:59,0.000118738,0.000122521,0.000126506,0.000118771
139,NEM,2015-08-18 23:59:59,9.21781e-05,0.000118758,0.000120675,9.21781e-05
140,NEM,2015-08-19 23:59:59,9.73696e-05,9.85504e-05,0.000110097,0.000100375
141,NEM,2015-08-20 23:59:59,0.00010034,0.000100358,0.000108983,0.000106063
142,NEM,2015-08-21 23:59:59,0.000100082,0.000106033,0.000106523,0.00010135
143,NEM,2015-08-22 23:59:59,9.39892e-05,0.000101267,0.00010197,0.0001013
144,NEM,2015-08-23 23:59:59,9.74552e-05,0.000101241,0.00010394,9.82047e-05
145,NEM,2015-08-24 23:59:59,9.07978e-05,9.81127e-05,9.96483e-05,9.28023e-05
146,NEM,2015-08-25 23:59:59,8.56384e-05,9.2614e-05,9.58162e-05,8.62742e-05
147,NEM,2015-08-26 23:59:59,8.55498e-05,8.62482e-05,9.36666e-05,8.99764e-05
148,NEM,2015-08-27 23:59:59,8.80066e-05,9.00636e-05,9.81784e-05,9.67308e-05
149,NEM,2015-08-28 23:59:59,8.53348e-05,9.80773e-05,9.80773e-05,9.33683e-05
150,NEM,2015-08-29 23:59:59,9.31841e-05,9.33217e-05,0.000104493,9.58886e-05
151,NEM,2015-08-30 23:59:59,9.58026e-05,9.58828e-05,0.000104012,0.000103977
152,NEM,2015-08-31 23:59:59,9.39895e-05,0.000104105,0.000104319,9.42967e-05
153,NEM,2015-09-01 23:59:59,9.30149e-05,9.42459e-05,0.000104802,0.000100302
154,NEM,2015-09-02 23:59:59,8.79601e-05,0.000100335,0.000100335,8.80747e-05
155,NEM,2015-09-03 23:59:59,8.31266e-05,8.80959e-05,8.89907e-05,8.89907e-05
156,NEM,2015-09-04 23:59:59,8.77111e-05,8.89907e-05,9.66814e-05,9.66399e-05
157,NEM,2015-09-05 23:59:59,8.50398e-05,9.65598e-05,9.77286e-05,8.57151e-05
158,NEM,2015-09-06 23:59:59,8.54823e-05,8.57053e-05,9.64273e-05,9.59345e-05
159,NEM,2015-09-07 23:59:59,9.38453e-05,9.59345e-05,9.83395e-05,9.5992e-05
160,NEM,2015-09-08 23:59:59,9.3914e-05,9.58944e-05,0.000100643,9.93855e-05
161,NEM,2015-09-09 23:59:59,8.74614e-05,9.9381e-05,9.9381e-05,9.03227e-05
162,NEM,2015-09-10 23:59:59,8.72274e-05,9.03466e-05,9.9513e-05,9.10652e-05
163,NEM,2015-09-11 23:59:59,8.96266e-05,9.10198e-05,9.69578e-05,9.43319e-05
164,NEM,2015-09-12 23:59:59,8.70926e-05,9.43071e-05,9.64393e-05,8.70926e-05
165,NEM,2015-09-13 23:59:59,8.54413e-05,8.71092e-05,9.36965e-05,9.01153e-05
166,NEM,2015-09-14 23:59:59,8.8797e-05,8.99994e-05,9.06094e-05,8.99264e-05
167,NEM,2015-09-15 23:59:59,7.92998e-05,8.99217e-05,9.8775e-05,9.86018e-05
168,NEM,2015-09-16 23:59:59,8.84282e-05,9.85689e-05,0.000130688,0.000105994
169,NEM,2015-09-17 23:59:59,0.000100663,0.000106006,0.000128439,0.000108202
170,NEM,2015-09-18 23:59:59,9.80412e-05,0.000108203,0.000112253,0.000100284
171,NEM,2015-09-19 23:59:59,9.49664e-05,0.000100262,0.000106441,0.000101842
172,NEM,2015-09-20 23:59:59,9.47605e-05,0.000101845,0.0001021,9.97369e-05
173,NEM,2015-09-21 23:59:59,9.42067e-05,9.97632e-05,0.000114218,0.000102013
174,NEM,2015-09-22 23:59:59,0.000100296,0.000102101,0.000131342,0.000129557
175,NEM,2015-09-23 23:59:59,0.000116591,0.000129575,0.000134046,0.000120158
176,NEM,2015-09-24 23:59:59,0.000112452,0.000120149,0.00012525,0.00011631
177,NEM,2015-09-25 23:59:59,0.000116098,0.000116307,0.000135693,0.000134355
178,NEM,2015-09-26 23:59:59,0.000119822,0.000134319,0.000135736,0.00013121
179,NEM,2015-09-27 23:59:59,0.000126684,0.000131185,0.000137334,0.000130345
180,NEM,2015-09-28 23:59:59,0.000128632,0.000132078,0.00014444,0.000138741
181,NEM,2015-09-29 23:59:59,0.000121015,0.000138727,0.000167296,0.000148618
182,NEM,2015-09-30 23:59:59,0.000143557,0.000148705,0.00017053,0.000150986
183,NEM,2015-10-01 23:59:59,0.000150872,0.000150971,0.000188593,0.000175385
184,NEM,2015-10-02 23:59:59,0.00013337,0.000174949,0.000183337,0.000148699
185,NEM,2015-10-03 23:59:59,0.000117421,0.00014871,0.000149587,0.000126856
186,NEM,2015-10-04 23:59:59,0.000112901,0.000126671,0.000129573,0.000121788
187,NEM,2015-10-05 23:59:59,0.000115071,0.000122008,0.000123515,0.000118937
188,NEM,2015-10-06 23:59:59,0.000109376,0.00011896,0.000125417,0.000123449
189,NEM,2015-10-07 23:59:59,0.000118141,0.000123458,0.000136934,0.000135902
190,NEM,2015-10-08 23:59:59,0.000107211,0.000135951,0.000136156,0.000118134
191,NEM,2015-10-09 23:59:59,0.000107619,0.000118134,0.000118824,0.000116978
192,NEM,2015-10-10 23:59:59,0.000110764,0.000116968,0.000117853,0.000112092
193,NEM,2015-10-11 23:59:59,0.000103782,0.000112118,0.000116931,0.000108612
194,NEM,2015-10-12 23:59:59,0.000108404,0.000108578,0.00012332,0.000117228
195,NEM,2015-10-13 23:59:59,0.000110541,0.000117221,0.000124044,0.00011864
196,NEM,2015-10-14 23:59:59,0.000114462,0.000118724,0.000129736,0.000115538
197,NEM,2015-10-15 23:59:59,0.00011041,0.000115497,0.000127967,0.000112708
198,NEM,2015-10-16 23:59:59,0.000110997,0.000112681,0.000121515,0.000116768
199,NEM,2015-10-17 23:59:59,0.000106457,0.000116885,0.000125249,0.000123834
200,NEM,2015-10-18 23:59:59,0.000120356,0.000123629,0.000129273,0.000123935
201,NEM,2015-10-19 23:59:59,0.000108201,0.000123914,0.00012593,0.00010829
202,NEM,2015-10-20 23:59:59,0.000108278,0.000108278,0.0001236,0.000116947
203,NEM,2015-10-21 23:59:59,0.000111313,0.000116948,0.000117749,0.000117447
204,NEM,2015-10-22 23:59:59,0.000117297,0.000117297,0.000123368,0.000117968
205,NEM,2015-10-23 23:59:59,0.000113679,0.000118032,0.000124605,0.000118896
206,NEM,2015-10-24 23:59:59,0.000114948,0.000118889,0.000122834,0.000122834
207,NEM,2015-10-25 23:59:59,0.000117606,0.000122811,0.000131789,0.000118856
208,NEM,2015-10-26 23:59:59,0.000111906,0.000119092,0.000119651,0.000113534
209,NEM,2015-10-27 23:59:59,0.000112728,0.000113539,0.000122218,0.000117183
210,NEM,2015-10-28 23:59:59,0.00011062,0.000117201,0.000122477,0.000120148
211,NEM,2015-10-29 23:59:59,0.000116517,0.000120053,0.000141856,0.000139536
212,NEM,2015-10-30 23:59:59,0.000132936,0.00013794,0.000158025,0.000157665
213,NEM,2015-10-31 23:59:59,0.000134001,0.000157668,0.000160137,0.00014486
214,NEM,2015-11-01 23:59:59,0.000136285,0.000136285,0.000170018,0.000149832
215,NEM,2015-11-02 23:59:59,0.00014055,0.000149838,0.000164361,0.000162414
216,NEM,2015-11-03 23:59:59,0.000128355,0.000162666,0.000181758,0.000171817
217,NEM,2015-11-04 23:59:59,0.000140248,0.00017279,0.000186561,0.00015068
218,NEM,2015-11-05 23:59:59,0.000132116,0.00015038,0.000174314,0.000151375
219,NEM,2015-11-06 23:59:59,0.000127214,0.000150874,0.000156453,0.000141658
220,NEM,2015-11-07 23:59:59,0.000139639,0.000141813,0.000164443,0.000164188
221,NEM,2015-11-08 23:59:59,0.000122666,0.000163997,0.000169467,0.000141272
222,NEM,2015-11-09 23:59:59,0.000137129,0.000142033,0.000156851,0.000152117
223,NEM,2015-11-10 23:59:59,0.000129007,0.000148586,0.000153245,0.000131957
224,NEM,2015-11-11 23:59:59,0.000114654,0.00013203,0.00013868,0.000126521
225,NEM,2015-11-12 23:59:59,0.000117141,0.000126557,0.00013783,0.000131636
226,NEM,2015-11-13 23:59:59,0.000118806,0.000131498,0.000132787,0.000127788
227,NEM,2015-11-14 23:59:59,0.000118378,0.000127788,0.00012833,0.000121006
228,NEM,2015-11-15 23:59:59,0.000103405,0.000127111,0.000138269,0.000112085
229,NEM,2015-11-16 23:59:59,9.52894e-05,0.000111912,0.000129412,0.000129059
230,NEM,2015-11-17 23:59:59,8.39597e-05,0.000129076,0.000134835,9.73742e-05
231,NEM,2015-11-18 23:59:59,9.33748e-05,0.000100314,0.000119016,0.000108788
232,NEM,2015-11-19 23:59:59,0.000102228,0.000108786,0.000119618,0.000111065
233,NEM,2015-11-20 23:59:59,0.000104414,0.000111097,0.000116578,0.00011343
234,NEM,2015-11-21 23:59:59,9.80041e-05,0.000113381,0.000113381,0.000103232
235,NEM,2015-11-22 23:59:59,9.90086e-05,0.00010332,0.000116932,9.9779e-05
236,NEM,2015-11-23 23:59:59,9.98492e-05,9.98756e-05,0.000107015,0.000106133
237,NEM,2015-11-24 23:59:59,9.86072e-05,0.000106146,0.000106146,9.96794e-05
238,NEM,2015-11-25 23:59:59,9.95109e-05,9.96791e-05,0.000113267,0.000108232
239,NEM,2015-11-26 23:59:59,0.000101309,0.000108204,0.000115378,0.000111481
240,NEM,2015-11-27 23:59:59,8.74137e-05,0.000111481,0.000122292,9.29078e-05
241,NEM,2015-11-28 23:59:59,9.13484e-05,9.25749e-05,0.000113823,0.000106566
242,NEM,2015-11-29 23:59:59,9.06051e-05,0.000106704,0.000107236,0.000103803
243,NEM,2015-11-30 23:59:59,0.000101508,0.000103768,0.000109018,0.000105637
244,NEM,2015-12-01 23:59:59,0.00010214,0.000105635,0.000135957,0.00011601
245,NEM,2015-12-02 23:59:59,9.18375e-05,0.000116042,0.000126799,0.000102436
246,NEM,2015-12-03 23:59:59,9.70982e-05,0.000102537,0.000116576,0.000108344
247,NEM,2015-12-04 23:59:59,0.000106933,0.00010832,0.000121815,0.00011757
248,NEM,2015-12-05 23:59:59,0.00011375,0.00011757,0.000126269,0.000118092
249,NEM,2015-12-06 23:59:59,9.8537e-05,0.000119712,0.000124785,0.000104147
250,NEM,2015-12-07 23:59:59,9.64415e-05,0.000103383,0.000126484,0.000126484
251,NEM,2015-12-08 23:59:59,0.000118187,0.000126437,0.000136657,0.000133106
252,NEM,2015-12-09 23:59:59,0.000126324,0.000133892,0.000142291,0.000136992
253,NEM,2015-12-10 23:59:59,0.000124445,0.000137079,0.00021071,0.000145716
254,NEM,2015-12-11 23:59:59,0.000140169,0.000145669,0.000150321,0.000146308
255,NEM,2015-12-12 23:59:59,0.000118082,0.000146716,0.000153365,0.000126749
256,NEM,2015-12-13 23:59:59,0.000130827,0.000155488,0.000160647,0.000143389
257,NEM,2015-12-14 23:59:59,0.00013236,0.000143179,0.000143179,0.000137702
258,NEM,2015-12-15 23:59:59,0.000115969,0.000137702,0.000137702,0.000125754
259,NEM,2015-12-16 23:59:59,0.00011639,0.000125754,0.000193598,0.000182663
260,NEM,2015-12-17 23:59:59,0.00018282,0.000198953,0.000302239,0.00024332
261,NEM,2015-12-18 23:59:59,0.000168923,0.000243118,0.000248531,0.00018216
262,NEM,2015-12-19 23:59:59,0.000134034,0.000182126,0.000192981,0.00016237
263,NEM,2015-12-20 23:59:59,0.000139868,0.000162392,0.000164285,0.00015519
264,NEM,2015-12-21 23:59:59,0.000143309,0.000155356,0.000218748,0.000192131
265,NEM,2015-12-22 23:59:59,0.000176207,0.000192167,0.000210149,0.000193888
266,NEM,2015-12-23 23:59:59,0.000187483,0.000193573,0.000211466,0.000202619
267,NEM,2015-12-24 23:59:59,0.000162979,0.000202751,0.000204558,0.000177947
268,NEM,2015-12-25 23:59:59,0.000168416,0.000181759,0.000206048,0.000185068
269,NEM,2015-12-26 23:59:59,0.000155746,0.00018511,0.000185659,0.000161809
270,NEM,2015-12-27 23:59:59,0.000144772,0.000161579,0.000161579,0.00015005
271,NEM,2015-12-28 23:59:59,0.000139562,0.000150263,0.000166194,0.00013963
272,NEM,2015-12-29 23:59:59,0.000139609,0.000139609,0.000162871,0.000160665
273,NEM,2015-12-30 23:59:59,0.000145373,0.000160903,0.000173358,0.000159841
274,NEM,2015-12-31 23:59:59,0.000147092,0.000159934,0.000160177,0.000150914
275,NEM,2016-01-01 23:59:59,0.000150787,0.000150924,0.000173365,0.000161956
276,NEM,2016-01-02 23:59:59,0.000161186,0.00016209,0.000177088,0.000164927
277,NEM,2016-01-03 23:59:59,0.000160055,0.000164927,0.00017487,0.00017487
278,NEM,2016-01-04 23:59:59,0.000167535,0.000175026,0.000243761,0.000202715
279,NEM,2016-01-05 23:59:59,0.000183132,0.000202695,0.000204593,0.000186466
280,NEM,2016-01-06 23:59:59,0.000182043,0.000186473,0.000194594,0.000187854
281,NEM,2016-01-07 23:59:59,0.000187576,0.000187576,0.000264461,0.000251758
282,NEM,2016-01-08 23:59:59,0.000221947,0.000251758,0.000322709,0.000271954
283,NEM,2016-01-09 23:59:59,0.000231812,0.000271972,0.00027497,0.000256073
284,NEM,2016-01-10 23:59:59,0.000243804,0.000256442,0.000271618,0.000256046
285,NEM,2016-01-11 23:59:59,0.000231578,0.000256616,0.000256719,0.000238761
286,NEM,2016-01-12 23:59:59,0.000231519,0.000238452,0.000267237,0.000259866
287,NEM,2016-01-13 23:59:59,0.000241528,0.000257601,0.000259235,0.000248215
288,NEM,2016-01-14 23:59:59,0.000247745,0.000248215,0.00030353,0.000284863
289,NEM,2016-01-15 23:59:59,0.00025603,0.000284791,0.000328046,0.00025603
290,NEM,2016-01-16 23:59:59,0.000252985,0.000255098,0.000280456,0.000278061
291,NEM,2016-01-17 23:59:59,0.000277668,0.000277943,0.000300174,0.000293817
292,NEM,2016-01-18 23:59:59,0.000282298,0.000284,0.000364122,0.000351824
293,NEM,2016-01-19 23:59:59,0.000346241,0.00035188,0.000532318,0.000467764
294,NEM,2016-01-20 23:59:59,0.00045038,0.000460744,0.000650543,0.000605543
295,NEM,2016-01-21 23:59:59,0.000419011,0.000582199,0.000631549,0.000468257
296,NEM,2016-01-22 23:59:59,0.000411555,0.000469687,0.000469687,0.000449899
297,NEM,2016-01-23 23:59:59,0.000428058,0.000453471,0.00051081,0.000454555
298,NEM,2016-01-24 23:59:59,0.0003966,0.000465706,0.000465706,0.000413371
299,NEM,2016-01-25 23:59:59,0.000366767,0.000413135,0.000430343,0.000378675
300,NEM,2016-01-26 23:59:59,0.000372429,0.000378941,0.000427133,0.000417654
301,NEM,2016-01-27 23:59:59,0.000389391,0.00041738,0.000447523,0.000421868
302,NEM,2016-01-28 23:59:59,0.000389699,0.000421725,0.000437762,0.000395808
303,NEM,2016-01-29 23:59:59,0.000373748,0.00039578,0.000431742,0.00043166
304,NEM,2016-01-30 23:59:59,0.000425384,0.000428167,0.000478088,0.000465985
305,NEM,2016-01-31 23:59:59,0.000431223,0.000458007,0.00050215,0.000490931
306,NEM,2016-02-01 23:59:59,0.000434457,0.000494286,0.000515425,0.00050697
307,NEM,2016-02-02 23:59:59,0.000487065,0.000507125,0.000661922,0.000587998
308,NEM,2016-02-03 23:59:59,0.000573957,0.000580983,0.00071193,0.000629519
309,NEM,2016-02-04 23:59:59,0.000568466,0.00062906,0.000660201,0.000600882
310,NEM,2016-02-05 23:59:59,0.000588965,0.000600793,0.000655286,0.000630544
311,NEM,2016-02-06 23:59:59,0.000612044,0.000631135,0.000652161,0.000633631
312,NEM,2016-02-07 23:59:59,0.000584091,0.000633704,0.000637255,0.000606172
313,NEM,2016-02-08 23:59:59,0.000585681,0.000606254,0.000632924,0.000590154
314,NEM,2016-02-09 23:59:59,0.000533186,0.000590225,0.000608056,0.000543372
315,NEM,2016-02-10 23:59:59,0.000518442,0.000546754,0.000582888,0.000535124
316,NEM,2016-02-11 23:59:59,0.00049612,0.000534797,0.000566327,0.000506435
317,NEM,2016-02-12 23:59:59,0.000498126,0.000516174,0.000645208,0.000609238
318,NEM,2016-02-13 23:59:59,0.000532087,0.000606158,0.000624003,0.000565875
319,NEM,2016-02-14 23:59:59,0.000545702,0.000567382,0.000602763,0.000593898
